DRUG_GROUP	Trade_Name	Active_Ingredient	MARKETING_DATE	BBW_DATE	POPULAR_YEAR	SUMMARY	SOURCE	BBW_TEXT	label
BBW	atripla	NA	2006-07-20	2008-02-01	[2007, 2008, 2009, 2010, 2011, 2012, 2013]	NA	http://www.fda.gov/Safety/MedWatch/SafetyInformation/Safety-RelatedDrugLabelingChanges/ucm113219.htm	Lactic acidosis and severe hepatomegaly with steatosis, including fatal cases, reported with the use of nucleoside analogues. Not approved for the treatment of chronic hepatitis B virus (HBV) infection. Severe acute exacerbations of hepatitis B reported in patients coinfected with HBV upon discontinuation of therapy; closely monitor hepatic function for at least several months. If appropriate, initiation of anti-hepatitis B therapy may be warranted.	1
BBW	avalide	NA	1997-09-30	2012-10-31	[2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010]	NA	http://geartsedesdeschmin.jigsy.com/entries/general/irbesartan-vs-irbesartan-plus-hydrochlorothiazide-avalide-black-box-warning-what-is-irbesartan-hydrochlorothiazide-tablets	D/C when pregnancy is detected. Drugs that act directly on the renin-angiotensin system (RAS) can cause injury and death to the developing fetus.	1
BBW	avandamet	NA	2003-12-04	2007-11-14	[2004, 2005, 2006, 2007, 2008, 2009]	NA	http://www.fda.gov/NewsEvents/Newsroom/PressAnnouncements/2007/ucm109026.htm	Thiazolidinediones, including rosiglitazone, cause or exacerbate congestive heart failure (CHF) in some patients. After initiation and dose increases, observe for signs and symptoms of heart failure (HF); manage accordingly and consider discontinuation or dose reduction if signs/symptoms develop. Not recommended in patients with symptomatic HF. Contraindicated with established NYHA Class III or IV HF. Lactic acidosis may occur due to metformin accumulation; risk increases with conditions such as sepsis, dehydration, excess alcohol intake, hepatic/renal impairment, and acute CHF. If acidosis is suspected, d/c therapy and hospitalize patient immediately.	1
BBW	avandia	NA	1999-05-28	2007-11-14	[2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010]	NA	http://en.wikipedia.org/wiki/Boxed_warning; http://www.drugwatch.com/actos/black-box-warning.php	Thiazolidinediones, including rosiglitazone, cause or exacerbate congestive heart failure (CHF) in some patients. After initiation and dose increases, observe for signs and symptoms of heart failure (HF); manage accordingly and consider discontinuation or dose reduction if signs/symptoms develop. Not recommended in patients with symptomatic HF. Contraindicated with established NYHA Class III or IV HF.	1
BBW	avapro	NA	1997-09-30	2012-04-20	[2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010]	NA	http://www.bad-drug.net/bad-drug/avapro	D/C when pregnancy is detected. Drugs that act directly on the renin-angiotensin system (RAS) can cause injury/death to the developing fetus.	1
BBW	avastin	NA	2004-02-26	2005-11-03	[2011, 2012, 2013]	NA	http://www.healthboards.com/boards/pain-management/339701-avinza-warning.html	GI perforation reported; d/c with GI perforation. Increased incidence of wound-healing and surgical complications; d/c at least 28 days prior to elective surgery. Do not initiate for at least 28 days after surgery and until surgical wound is fully healed. D/C with wound dehiscence. Severe or fatal hemorrhage, including hemoptysis, GI bleeding, CNS hemorrhage, epistaxis, and vaginal bleeding have occurred; avoid with serious hemorrhage or recent hemoptysis.	1
BBW	avelox	NA	1999-12-10	2008-06-08	[2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010]	the FDA ordered a boxed warning on certain antibiotic medications containing fluoroquinolone, which has been linked to tendon ruptures and tendinitis. 	http://en.wikipedia.org/wiki/Boxed_warning	Fluoroquinolones are associated with an increased risk of tendinitis and tendon rupture in all ages. Risk is further increased in patients >60 yrs of age, patients taking corticosteroids, and with kidney, heart, or lung transplants. May exacerbate muscle weakness with myasthenia gravis; avoid in patients with known history of myasthenia gravis.	1
BBW	avinza	NA	2002-03-20	2005-10-01	[2005, 2006, 2007, 2008, 2009]	NA	http://www.fda.gov/downloads/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/UCM164410.pdf	Contains pellets of morphine sulfate, an opioid agonist and Schedule II controlled substance with an abuse liability similar to other opioid agonists, legal or illicit; assess each patient's risk for opioid abuse or addiction prior to prescribing. Routinely monitor for signs of misuse, abuse, and addiction. Respiratory depression, including fatal cases, may occur even when used as recommended; proper dosing and titration are essential. Monitor for respiratory depression, especially during initiation or following a dose increase. Should only be prescribed by healthcare professionals who are knowledgeable in the use of potent opioids for the management of chronic pain. Swallow cap whole or sprinkle contents on applesauce; crushing, chewing, or dissolving the pellets within the cap can cause rapid release and absorption of a potentially fatal dose. Accidental ingestion, especially in children, can result in fatal overdose. Avoid alcohol and alcohol-containing medications while on therapy; may result in an increase of plasma levels and potentially fatal overdose of morphine.	1
BBW	azor	NA	2007-09-26	2013-07-03	[2010]	NA	http://www.fda.gov/Drugs/DrugSafety/ucm359477.htm	D/C when pregnancy is detected. Drugs that act directly on the renin-angiotensin system (RAS) can cause death/injury to the developing fetus.	1
BBW	benicar	NA	2002-04-25	2012-03-01	[2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013]	NA	http://www.fda.gov/Safety/MedWatch/SafetyInformation/ucm258781.htm	D/C when pregnancy is detected. Drugs that act directly on the renin-angiotensin system (RAS) can cause injury/death to the developing fetus.	1
BBW	benicar hct	NA	2003-06-05	2006-01-06	[2005, 2006, 2007, 2008, 2009, 2010]	NA	http://www.fda.gov/downloads/Drugs/GuidanceComplianceRegulatoryInformation/EnforcementActivitiesbyFDA/WarningLettersandNoticeofViolationLetterstoPharmaceuticalCompanies/ucm054388.pdf	D/C when pregnancy is detected. Drugs that act directly on the renin-angiotensin system (RAS) can cause injury/death to the developing fetus.	1
BBW	celebrex	NA	1998-10-02	2005-04-01	[2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013]	 increased chances of cardiovascular problems and gastrointestinal bleeding. 	http://en.wikinews.org/wiki/FDA_mandates_%22black_box%22_for_Celebrex,_pulls_Bextra_off_market	May increase risk of serious cardiovascular (CV) thrombotic events, myocardial infarction (MI), and stroke, which can be fatal; increased risk with duration of use and with CV disease (CVD) or risk factors for CVD. Increased risk of serious GI adverse events (eg, bleeding, ulceration, perforation of stomach/intestines) that can be fatal and occur anytime during use without warning symptoms; elderly patients are at a greater risk. Contraindicated for treatment of perioperative pain in the setting of coronary artery bypass graft (CABG) surgery.	1
BBW	celexa	NA	1998-07-17	2011-08-24	[2003, 2004]	NA	http://www.fda.gov/Drugs/DrugSafety/ucm269086.htm	Antidepressants increased the risk of suicidal thinking and behavior (suicidality) in children, adolescents, and young adults in short-term studies of major depressive disorder (MDD) and other psychiatric disorders. Monitor and observe closely for clinical worsening, suicidality, or unusual changes in behavior in patients who are started on antidepressant therapy. Not approved for use in pediatric patients.	1
BBW	cellcept	NA	1995-05-03	2007-10-29	[2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010]	NA	http://www.medpagetoday.com/ProductAlert/Prescriptions/7152	Use during pregnancy is associated with increased risks of 1st trimester pregnancy loss and congenital malformations; counsel females of reproductive potential regarding pregnancy prevention and planning. Immunosuppression may lead to increased susceptibility to infection and possible development of lymphoma. Only physicians experienced in immunosuppressive therapy and management of renal, cardiac or hepatic transplant patients should prescribe mycophenolate mofetil. Manage patients in facilities equipped and staffed with adequate lab and supportive medical resources. Physician responsible for maintenance therapy should have complete information requisite for follow-up of the patient.	1
BBW	chantix	NA	2006-05-10	2009-07-01	[2007, 2008, 2009, 2010]	NA	http://en.wikipedia.org/wiki/Varenicline	Serious neuropsychiatric events including, but not limited to, depression, suicidal ideation, suicide attempt, and completed suicide reported. Some reported cases may be complicated by nicotine withdrawal symptoms in patients who stopped smoking. Monitor for neuropsychiatric symptoms, including changes in behavior, hostility, agitation, depressed mood, and suicide-related events. Worsening of preexisting psychiatric illness and completed suicide reported in some patients attempting to quit smoking while on therapy. Advise patients and caregivers that the patient should stop taking therapy and contact a healthcare provider immediately if agitation, hostility, depressed mood, changes in behavior or thinking, suicidal ideation, or suicidal behavior occurs. Safety and efficacy not established in patients with serious psychiatric illness (eg, schizophrenia, bipolar disorder, major depressive disorder). Weigh risks against benefits of use.	1
BBW	combivir	NA	1997-09-30	2013-05-17	[2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010]	NA	http://sundchecklighby.jigsy.com/entries/general/fda-approved-combivir-lamivudine-zidovudine-pills-%7C-lamivudine-in-late-pregnancy-to-prevent-perinatal-combivir-pediatric-dose-combivir-hives	Lactic acidosis and severe hepatomegaly with steatosis, including fatal cases, reported with nucleoside analogues; suspend treatment if lactic acidosis or pronounced hepatotoxicity occurs. Lamivudine: Severe acute exacerbations of hepatitis B reported in patients coinfected with hepatitis B virus (HBV) upon discontinuation of therapy; closely monitor hepatic function for at least several months. If appropriate, initiation of anti-hepatitis B therapy may be warranted. Zidovudine: Associated with hematologic toxicity (eg, neutropenia, anemia), particularly with advanced HIV-1 disease. Symptomatic myopathy associated with prolonged use.	1
BBW	concerta	NA	2000-08-01	2008-06-01	[2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011]	NA	http://www.fda.gov/safety/medwatch/safetyinformation/safety-relateddruglabelingchanges/ucm120136.htm	Caution with history of drug dependence or alcoholism. Chronic abusive use may lead to marked tolerance and psychological dependence with varying degrees of abnormal behavior. Frank psychotic episodes may occur, especially with parenteral abuse. Careful supervision is required during withdrawal from abusive use since severe depression may occur. Withdrawal following chronic use may unmask symptoms of underlying disorder that may require follow-up.	1
BBW	cozaar	Losartan	1995-04-14	2014-01-01	[2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010]	NA	http://en.wikipedia.org/wiki/Losartan	D/C when pregnancy is detected. Drugs that act directly on the renin-angiotensin system (RAS) can cause injury/death to the developing fetus.	1
BBW	cymbalta	NA	2004-08-24	2012-10-01	[2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013]	NA	http://www.fda.gov/safety/medwatch/safetyinformation/ucm319241.htm	Antidepressants increased the risk of suicidal thoughts and behavior in children, adolescents, and young adults in short-term studies. Monitor and observe closely for worsening, and for emergence of suicidal thoughts and behavior. Not approved for use in pediatric patients.	1
BBW	depakote	NA	1983-03-10	2013-06-01	[2003, 2004, 2005, 2006, 2007, 2008]	NA	http://www.fda.gov/Safety/MedWatch/SafetyInformation/ucm360487.htm	Fatal hepatic failure reported, usually during first 6 months of treatment. Serious/fatal hepatotoxicity may be preceded by nonspecific symptoms (eg, malaise, weakness, lethargy, facial edema, anorexia, vomiting) or loss of seizure control in patients with epilepsy; monitor closely. Monitor LFTs prior to therapy and at frequent intervals thereafter, especially during first 6 months of treatment. Increased risk of developing fatal hepatotoxicity in children <2 yrs of age, especially if on multiple anticonvulsants, with congenital metabolic disorders, with severe seizure disorders with mental retardation, and with organic brain disease; use with extreme caution and as a sole agent. Increased risk of drug-induced acute liver failure and resultant death in patients with hereditary neurometabolic syndromes caused by DNA mutations of the mitochondrial DNA polymerase gamma (POLG) gene (eg, Alpers-Huttenlocher syndrome). Contraindicated in patients known to have mitochondrial disorders caused by POLG mutations and children <2 yrs of age who are clinically suspected of having a mitochondrial disorder. In patients >2 yrs of age who are clinically suspected of having a hereditary mitochondrial disease, drug should only be used after other anticonvulsants have failed; closely monitor for the development of acute liver injury with regular clinical assessments and serum liver testing. May cause major congenital malformations, particularly neural tube defects (eg, spina bifida). May cause decreased IQ scores following in utero exposure. Should only be used to treat pregnant women with epilepsy or bipolar disorder if other medications have failed to control their symptoms or are otherwise unacceptable. Do not administer to a woman of childbearing potential unless the drug is essential to the management of her medical condition; use effective contraception. Life-threatening pancreatitis reported; d/c if pancreatitis is diagnosed and initiate appropriate treatment.	1
BBW	depakote er	NA	2000-08-04	2006-06-12	[2003, 2004, 2005, 2006, 2007, 2008, 2009]	NA	http://www.accessdata.fda.gov/drugsatfda_docs/label/2006/18081s44,18082s27,18723s33,19680s22,20593s15,21168s14lbl.pdf	Fatal hepatic failure may occur, usually during first 6 months of treatment. Serious/fatal hepatotoxicity may be preceded by nonspecific symptoms such as malaise, weakness, lethargy, facial edema, anorexia, and vomiting, or loss of seizure control in patients with epilepsy. Monitor LFTs prior to therapy and at frequent intervals thereafter, especially during first 6 months of treatment. Increased risk of developing fatal hepatotoxicity in children <2 yrs of age, especially if on multiple anticonvulsants, with congenital metabolic disorders, severe seizure disorders with mental retardation, and organic brain disease; use with extreme caution and as a sole agent. Increased risk of drug-induced acute liver failure and resultant deaths in patients with hereditary neurometabolic syndromes caused by DNA mutations of the mitochondrial DNA Polymerase gamma (POLG) gene (eg, Alpers Huttenlocher Syndrome). Contraindicated in patients known to have mitochondrial disorders caused by POLG mutations and children <2 yrs of age who are clinically suspected of having a mitochondrial disorder. In patients >2 yrs of age who are clinically suspected of having a hereditary mitochondrial disease, drug should only be used after other anticonvulsants have failed; closely monitor for the development of acute liver injury with regular clinical assessments and serum liver testing. May cause major congenital malformations, particularly neural tube defects (eg, spina bifida). May cause decreased IQ scores following in utero exposure. Contraindicated in pregnant women treated for prophylaxis of migraine; should only be used to treat pregnant women with epilepsy or bipolar disorder if other medications have failed to control their symptoms or are otherwise unacceptable. Do not administer to a woman of childbearing potential unless the drug is essential to the management of her medical condition; use effective contraception. Life-threatening pancreatitis reported; d/c if pancreatitis is diagnosed and initiate appropriate treatment.	1
BBW	diovan	NA	2001-07-01	2005-08-01	[2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013]	about the risk of extremely low blood pressure hypotension for patients with heart failure	http://webanalytics-lab.com/img/2015/01/19/black-box-warning-on-losartan/; http://www.ehow.com/facts_5511084_diovan-side-effects-reactions.html	D/C when pregnancy is detected. Drugs that act directly on the renin-angiotensin system (RAS) can cause injury/death to the developing fetus.	1
BBW	duragesic	NA	1990-08-07	2008-02-01	[2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010]	NA	http://www.fda.gov/Safety/MedWatch/SafetyInformation/Safety-RelatedDrugLabelingChanges/ucm113224.htm	Exposes patients and other users to the risk of opioid addiction/abuse/misuse, which may lead to overdose and death; assess risk prior to therapy and monitor all patients regularly for development of these behaviors or conditions. Serious, life-threatening, or fatal respiratory depression may occur; monitor especially during initiation or following a dose increase. Contraindicated for use as a PRN analgesic, in nonopioid tolerant patients, in acute pain, and in postoperative pain. Deaths due to fatal overdose have occurred from accidental exposure; strict adherence to handling/disposal instructions is of utmost importance to prevent accidental exposure. Prolonged use during pregnancy may result in neonatal opioid withdrawal syndrome. Concomitant use with all CYP3A4 inhibitors and discontinuation of a concomitantly administered CYP3A4 inducer may increase plasma concentrations and potentially cause fatal respiratory depression; monitor patients during concomitant therapy. Exposure of application site and surrounding area to direct external heat sources may increase absorption and result in fatal overdose and death; patients who develop fever or increased core body temperature due to strenuous exertion are at increased risk and may require dose adjustment.	1
BBW	elidel	NA	2001-12-02	2005-05-01	[2003, 2004, 2005, 2006]	 a possible cancer risk	http://www.webmd.com/skin-problems-and-treatments/eczema/news/20060119/two-eczema-drugs-get-black-box-warning	Rare cases of malignancy (eg, skin and lymphoma) reported with topical calcineurin inhibitors, including pimecrolimus, although causal relationship is not established. Avoid long-term use, and application should be limited to areas of involvement with atopic dermatitis. Not indicated for children <2 yrs or age.	1
BBW	eloxatin	NA	2006-06-02	2009-03-01	[2011, 2012]	NA	http://www.fda.gov/safety/medwatch/safetyinformation/safety-relateddruglabelingchanges/ucm133529.htm	Anaphylactic reactions reported and may occur within min of administration. Epinephrine, corticosteroids, and antihistamines have been employed to alleviate symptoms of anaphylaxis.	1
BBW	enbrel	NA	2003-01-02	2008-07-01	[2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013]	NA	http://www.fda.gov/safety/medwatch/safetyinformation/safety-relateddruglabelingchanges/ucm121962.htm	Increased risk for developing serious infections (eg, active tuberculosis [TB], latent TB reactivation, invasive fungal infections, bacterial/viral infections, opportunistic infections) leading to hospitalization or death, mostly with concomitant use with immunosuppressants (eg, methotrexate [MTX], corticosteroids). D/C if serious infection or sepsis develops. Active/latent reactivation of TB may present with disseminated or extrapulmonary disease; test for latent TB before and during therapy and initiate treatment for latent TB prior to therapy. Consider empiric antifungal therapy in patients at risk for invasive fungal infections who develop severe systemic illness. Monitor for development of infection during and after treatment, including development of TB in patients who tested negative for latent TB infection prior to therapy. Lymphoma and other malignancies, some fatal, reported in children and adolescents.	1
BBW	epivir	NA	1995-11-21	2008-02-01	[2003, 2004, 2005]	NA	http://www.fda.gov/safety/medwatch/safetyinformation/safety-relateddruglabelingchanges/ucm113219.htm	Lactic acidosis and severe hepatomegaly with steatosis, including fatal cases, reported with nucleoside analogues; suspend treatment if lactic acidosis or pronounced hepatotoxicity occurs. Severe acute exacerbations of hepatitis B reported in patients coinfected with hepatitis B virus (HBV) upon discontinuation of therapy; closely monitor hepatic function for at least several months. If appropriate, initiation of anti-hepatitis B therapy may be warranted. Epivir tabs and sol, used to treat HIV-1 infection, contain higher dose of lamivudine than Epivir-HBV tabs and sol, used to treat chronic HBV infection; only use appropriate dosing forms for HIV-1 treatment.	1
BBW	epogen	NA	1989-06-30	2009-03-09	[2003, 2011, 2012, 2013]	NA	http://www.medpagetoday.com/ProductAlert/Prescriptions/5231	Increased risk of death, myocardial infarction (MI), stroke, venous thromboembolism (VTE), thrombosis of vascular access, and tumor progression or recurrence. Use the lowest dose sufficient to reduce/avoid the need for RBC transfusions. Chronic Kidney Disease (CKD): Greater risks for death, serious adverse cardiovascular (CV) reactions, and stroke when administered to target Hgb level >11g/dL. Cancer: Shortened overall survival and/or increased risk of tumor progression or recurrence in patients with breast, non-small cell lung, head and neck, lymphoid, and cervical cancers. Must enroll in and comply with the ESA APPRISE Oncology Program to prescribe and/or dispense drug to patients. Use only for anemia from myelosuppressive chemotherapy. Not indicated for patients receiving myelosuppressive chemotherapy when anticipated outcome is cure. D/C following completion of a chemotherapy course. Perisurgery: Due to increased risk of deep venous thrombosis (DVT), DVT prophylaxis is recommended.	1
BBW	epzicom	NA	2006-05-22	2009-03-01	[2006, 2007, 2008, 2009, 2010]	NA	http://www.fda.gov/Safety/MedWatch/SafetyInformation/Safety-RelatedDrugLabelingChanges/ucm133471.htm	Lactic acidosis and severe hepatomegaly with steatosis, including fatal cases, reported with nucleoside analogues. Abacavir: Serious and sometimes fatal hypersensitivity reactions (multiorgan clinical syndrome) reported; d/c as soon as suspected and never restart therapy with any abacavir-containing product. Patients with HLA-B*5701 allele are at high risk for hypersensitivity; screen for HLA-B*5701 allele prior to therapy. Lamivudine: Severe acute exacerbations of hepatitis B reported in patients coinfected with hepatitis B virus (HBV) upon discontinuation of therapy; closely monitor hepatic function for at least several months. If appropriate, initiation of anti-hepatitis B therapy may be warranted.	1
BBW	erbitux	NA	2004-02-12	2006-03-01	[2011]	NA	http://www.defectivedrug.com/blackbox/erbitux/	Serious infusion reactions, some fatal, reported; immediately interrupt and permanently d/c infusion if these reactions occur. Cardiopulmonary arrest and/or sudden death occurred in patients with squamous cell carcinoma of the head and neck (SCCHN) treated with cetuximab in combination with radiation therapy or with European Union (EU)-approved cetuximab in combination with platinum-based therapy with 5-fluorouracil (5-FU); closely monitor serum electrolytes during and after therapy.	1
BBW	exforge	NA	2007-06-20	2008-07-01	[2009, 2010]	NA	http://www.fda.gov/safety/medwatch/safetyinformation/safety-relateddruglabelingchanges/ucm121835.htm	D/C when pregnancy is detected. Drugs that act directly on the renin-angiotensin system (RAS) can cause injury/death to the developing fetus.	1
BBW	fentora	NA	2006-09-25	2008-02-01	[2007, 2008, 2009, 2010]	NA	http://www.fda.gov/Safety/MedWatch/SafetyInformation/Safety-RelatedDrugLabelingChanges/ucm113227.htm	Fatal respiratory depression may occur. Contraindicated in the management of acute or postoperative pain (eg, headache/migraine) and in opioid-nontolerant patients. Keep out of reach of children. Concomitant use with CYP3A4 inhibitors may increase plasma levels, and may cause fatal respiratory depression. Do not convert patients on a mcg-per-mcg basis from any other fentanyl products to Fentora. Do not substitute for any other fentanyl products; may result in fatal overdose. Contains fentanyl with abuse liability similar to other opioid analgesics. Available only through a restricted program called TIRF REMS Access program (Transmucosal Immediate Release Fentanyl Risk Evaluation Mitigation Strategy) due to risk of misuse, abuse, addiction, and overdose. Outpatients, healthcare professionals who prescribe to outpatients, pharmacies, and distributors must enroll in the program.	1
BBW	geodon	NA	2001-02-05	2008-06-16	[2011]	 increased risk of mortality in elderly patients treated for dementia-related psychosis. 	http://www.fda.gov/Drugs/DrugSafety/PostmarketDrugSafetyInformationforPatientsandProviders/ucm124830.htm	Elderly patients with dementia-related psychosis treated with antipsychotic drugs are at an increased risk of death; most deaths appeared to be cardiovascular (CV) (eg, heart failure [HF], sudden death) or infectious (eg, pneumonia) in nature. Not approved for treatment of dementia-related psychosis.	1
